id,district_id,name_th,name_en,lat,long,zipcode
"100101","1001","พระบรมมหาราชวัง","Phra Borom Maha Ratchawang","13.751","100.492","10200"
"100102","1001","วังบูรพาภิรมย์","Wang Burapha Phirom","13.744","100.499","10200"
"100103","1001","วัดราชบพิธ","Wat Ratchabophit","13.750","100.499","10200"
"100104","1001","สำราญราษฎร์","Samran Rat","13.751","100.503","10200"
"100105","1001","ศาลเจ้าพ่อเสือ","San Chaopho Suea","13.754","100.497","10200"
"100106","1001","เสาชิงช้า","Sao Chingcha","13.753","100.500","10200"
"100107","1001","บวรนิเวศ","Bowon Niwet","13.757","100.501","10200"
"100108","1001","ตลาดยอด","Talat Yot","13.760","100.498","10200"
"100109","1001","ชนะสงคราม","Chana Songkhram","13.762","100.495","10200"
"100110","1001","บ้านพานถม","Ban Phan Thom","13.762","100.503","10200"
"100111","1001","บางขุนพรหม","Bang Khun Phrom","13.765","100.505","10200"
"100112","1001","วัดสามพระยา","Wat Sam Phraya","13.768","100.499","10200"
"100201","1002","ดุสิต","Dusit","13.772","100.513","10300"
"100202","1002","วชิรพยาบาล","Wachira Phayaban","13.778","100.505","10300"
"100203","1002","สวนจิตรลดา","Suan Chit Lada","13.767","100.520","10300"
"100204","1002","สี่แยกมหานาค","Si Yaek Maha Nak","13.758","100.517","10300"
"100206","1002","ถนนนครไชยศรี","","13.789","100.522","10300"
"100301","1003","กระทุ่มราย","","13.823","100.897","10530"
"100302","1003","หนองจอก","","13.869","100.885","10530"
"100303","1003","คลองสิบ","","13.914","100.820","10530"
"100304","1003","คลองสิบสอง","","13.914","100.880","10530"
"100305","1003","โคกแฝด","","13.840","100.836","10530"
"100306","1003","คู้ฝั่งเหนือ","","13.872","100.810","10530"
"100307","1003","ลำผักชี","","13.797","100.844","10530"
"100308","1003","ลำต้อยติ่ง","","13.781","100.877","10530"
"100401","1004","มหาพฤฒาราม","","13.734","100.520","10500"
"100402","1004","สีลม","","13.730","100.525","10500"
"100403","1004","สุริยวงศ์","","13.724","100.530","10500"
"100404","1004","บางรัก","","13.727","100.527","10500"
"100405","1004","สี่พระยา","","13.725","100.514","10500"
"100502","1005","อนุสาวรีย์","","13.868","100.606","10220"
"100508","1005","ท่าแร้ง","","13.866","100.650","10220"
"100601","1006","คลองจั่น","","13.786","100.635","10240"
"100608","1006","หัวหมาก","","13.756","100.660","10240"
"100701","1007","รองเมือง","","13.744","100.520","10330"
"100702","1007","วังใหม่","","13.742","100.526","10330"
"100703","1007","ปทุมวัน","","13.740","100.535","10330"
"100704","1007","ลุมพินี","","13.736","100.546","10330"
"100801","1008","ป้อมปราบ","","13.743","100.514","10100"
"100802","1008","วัดเทพศิรินทร์","","13.749","100.512","10100"
"100803","1008","คลองมหานาค","","13.753","100.513","10100"
"100804","1008","บ้านบาตร","","13.752","100.507","10100"
"100805","1008","วัดโสมนัส","","13.759","100.511","10100"
"100905","1009","บางจาก","","13.692","100.626","10260"
"101001","1010","มีนบุรี","","13.804","100.723","10510"
"101002","1010","แสนแสบ","","13.812","100.774","10510"
"101101","1011","ลาดกระบัง","","13.723","100.771","10520"
"101102","1011","คลองสองต้นนุ่น","","13.753","100.723","10520"
"101103","1011","คลองสามประเวศ","","13.753","100.754","10520"
"101104","1011","ลำปลาทิว","","13.765","100.817","10520"
"101105","1011","ทับยาว","","13.728","100.815","10520"
"101106","1011","ขุมทอง","","13.736","100.855","10520"
"101203","1012","ช่องนนทรี","","13.682","100.533","10120"
"101204","1012","บางโพงพาง","","13.697","100.544","10120"
"101301","1013","จักรวรรดิ","","13.741","100.504","10100"
"101302","1013","สัมพันธวงศ์","","13.739","100.511","10100"
"101303","1013","ตลาดน้อย","","13.734","100.513","10100"
"101401","1014","สามเสนใน","","13.782","100.545","10400"
"101501","1015","วัดกัลยาณ์","","13.737","100.493","10600"
"101502","1015","หิรัญรูจี","","13.731","100.490","10600"
"101503","1015","บางยี่เรือ","","13.720","100.482","10600"
"101504","1015","บุคคโล","","13.707","100.486","10600"
"101505","1015","ตลาดพลู","","13.715","100.473","10600"
"101601","1016","วัดอรุณ","","13.743","100.486","10600"
"101602","1016","วัดท่าพระ","","13.733","100.475","10600"
"101701","1017","ห้วยขวาง","","13.769","100.577","10310"
"101702","1017","บางกะปิ","","13.752","100.586","10310"
"101704","1017","สามเสนนอก","","13.796","100.579","10310"
"101801","1018","สมเด็จเจ้าพระยา","","13.731","100.497","10600"
"101802","1018","คลองสาน","","13.735","100.504","10600"
"101803","1018","บางลำภูล่าง","","13.715","100.501","10600"
"101804","1018","คลองต้นไทร","","13.725","100.508","10600"
"101901","1019","คลองชักพระ","","13.760","100.456","10170"
"101902","1019","ตลิ่งชัน","","13.789","100.459","10170"
"101903","1019","ฉิมพลี","","13.786","100.432","10170"
"101904","1019","บางพรม","","13.752","100.442","10170"
"101905","1019","บางระมาด","","13.767","100.431","10170"
"101907","1019","บางเชือกหนัง","","13.751","100.419","10170"
"102004","1020","ศิริราช","","13.759","100.481","10700"
"102005","1020","บ้านช่างหล่อ","","13.752","100.477","10700"
"102006","1020","บางขุนนนท์","","13.774","100.466","10700"
"102007","1020","บางขุนศรี","","13.760","100.463","10700"
"102009","1020","อรุณอมรินทร์","","13.772","100.477","10700"
"102105","1021","ท่าข้าม","","13.555","100.434","10150"
"102107","1021","แสมดำ","","13.605","100.395","10150"
"102201","1022","บางหว้า","","13.714","100.443","10160"
"102202","1022","บางด้วน","","13.723","100.437","10160"
"102206","1022","บางจาก","","13.727","100.450","10160"
"102207","1022","บางแวก","","13.736","100.445","10160"
"102208","1022","คลองขวาง","","13.738","100.423","10160"
"102209","1022","ปากคลองภาษีเจริญ","","13.722","100.464","10160"
"102210","1022","คูหาสวรรค์","","13.727","100.457","10160"
"102302","1023","หนองแขม","","13.680","100.358","10160"
"102303","1023","หนองค้างพลู","","13.714","100.351","10160"
"102401","1024","ราษฎร์บูรณะ","","13.670","100.510","10140"
"102402","1024","บางปะกอก","","13.675","100.491","10140"
"102501","1025","บางพลัด","","13.791","100.487","10700"
"102502","1025","บางอ้อ","","13.802","100.512","10700"
"102503","1025","บางบำหรุ","","13.781","100.482","10700"
"102504","1025","บางยี่ขัน","","13.774","100.492","10700"
"102601","1026","ดินแดง","","13.778","100.567","10400"
"102701","1027","คลองกุ่ม","","13.808","100.650","10240"
"102801","1028","ทุ่งวัดดอน","","13.710","100.532","10120"
"102802","1028","ยานนาวา","","13.714","100.514","10120"
"102803","1028","ทุ่งมหาเมฆ","","13.718","100.541","10120"
"102901","1029","บางซื่อ","","13.820","100.529","10800"
"103001","1030","ลาดยาว","","13.826","100.565","10900"
"103101","1031","บางคอแหลม","","13.696","100.494","10120"
"103102","1031","วัดพระยาไกร","","13.706","100.508","10120"
"103103","1031","บางโคล่","","13.694","100.516","10120"
"103201","1032","ประเวศ","","13.719","100.664","10250"
"103202","1032","หนองบอน","","13.687","100.656","10250"
"103203","1032","ดอกไม้","","13.680","100.689","10250"
"103301","1033","คลองเตย","","13.710","100.570","10110"
"103302","1033","คลองตัน","","13.723","100.571","10110"
"103303","1033","พระโขนง","","13.707","100.595","10110"
"103401","1034","สวนหลวง","","13.726","100.628","10250"
"103501","1035","บางขุนเทียน","","13.694","100.450","10150"
"103502","1035","บางค้อ","","13.702","100.476","10150"
"103503","1035","บางมด","","13.672","100.468","10150"
"103504","1035","จอมทอง","","13.693","100.468","10150"
"103602","1036","สีกัน","","13.925","100.593","10210"
"103701","1037","ทุ่งพญาไท","","13.763","100.530","10400"
"103702","1037","ถนนพญาไท","","13.757","100.538","10400"
"103703","1037","ถนนเพชรบุรี","","13.752","100.559","10400"
"103704","1037","มักกะสัน","","13.752","100.528","10400"
"103801","1038","ลาดพร้าว","","13.811","100.612","10230"
"103802","1038","จรเข้บัว","","13.840","100.600","10230"
"103901","1039","คลองเตยเหนือ","","13.743","100.560","10110"
"103902","1039","คลองตันเหนือ","","13.736","100.576","10110"
"103903","1039","พระโขนงเหนือ","","13.719","100.596","10110"
"104001","1040","บางแค","","13.698","100.409","10160"
"104002","1040","บางแคเหนือ","","13.720","100.400","10160"
"104003","1040","บางไผ่","","13.741","100.385","10160"
"104004","1040","หลักสอง","","13.683","100.396","10160"
"104101","1041","ทุ่งสองห้อง","","13.883","100.564","10210"
"104102","1041","ตลาดบางเขน","","13.871","100.580","10210"
"104201","1042","สายไหม","","13.921","100.654","10220"
"104202","1042","ออเงิน","","13.896","100.672","10220"
"104203","1042","คลองถนน","","13.898","100.630","10220"
"104301","1043","คันนายาว","","13.821","100.677","10230"
"104401","1044","สะพานสูง","","13.761","100.688","10240"
"104501","1045","วังทองหลาง","","13.779","100.609","10310"
"104601","1046","สามวาตะวันตก","","13.889","100.708","10510"
"104602","1046","สามวาตะวันออก","","13.896","100.760","10510"
"104603","1046","บางชัน","","13.839","100.700","10510"
"104604","1046","ทรายกองดิน","","13.854","100.745","10510"
"104605","1046","ทรายกองดินใต้","","13.861","100.786","10510"
"104701","1047","บางนา","","13.672","100.616","10260"
"104801","1048","ทวีวัฒนา","","13.758","100.348","10170"
"104802","1048","ศาลาธรรมสพน์","","13.783","100.390","10170"
"104901","1049","บางมด","","13.651","100.510","10140"
"104902","1049","ทุ่งครุ","","13.614","100.497","10140"
"105001","1050","บางบอน","","13.646","100.370","10150"
"110101","1101","เทศบาลนครสมุทรปราการ","","13.593","100.597","10270"
"110102","1101","สำโรงเหนือ","","13.649","100.617","10270"
"110103","1101","บางเมือง","","13.601","100.622","10270"
"110104","1101","ท้ายบ้าน","","13.556","100.599","10280"
"110105","1101","ท้ายบ้านใหม่","","13.572","100.621",\N
"110108","1101","บางปูใหม่","","13.526","100.670","10280"
"110110","1101","แพรกษา","","13.564","100.653","10280"
"110111","1101","บางโปรง","","13.623","100.565","10270"
"110112","1101","เทศบาลบางปู","Bang Pu","13.510","100.751","10280"
"110113","1101","บางด้วน","","13.622","100.581","10270"
"110114","1101","เทศบาลบางเมือง","Bang Mueang Mai","13.622","100.605","10270"
"110115","1101","เทพารักษ์","","13.634","100.610","10270"
"110117","1101","แพรกษาใหม่","","13.559","100.691","10280"
"110201","1102","บางบ่อ","","13.611","100.862","10560"
"110202","1102","บ้านระกาศ","","13.639","100.904","10560"
"110203","1102","บางพลีน้อย","","13.574","100.900","10560"
"110204","1102","บางเพรียง","","13.545","100.805","10560"
"110205","1102","คลองด่าน","","13.511","100.835","10550"
"110206","1102","คลองสวน","","13.659","100.925","10560"
"110207","1102","เปร็ง","","13.672","100.881","10560"
"110208","1102","คลองนิยมยาตรา","","13.624","100.935","10560"
"110301","1103","บางพลีใหญ่","","13.618","100.694","10540"
"110302","1103","บางแก้ว","","13.642","100.662","10540"
"110303","1103","บางปลา","","13.561","100.739","10540"
"110304","1103","บางโฉลง","","13.623","100.755","10540"
"110308","1103","ราชาเทวะ","","13.681","100.733","10540"
"110309","1103","หนองปรือ","","13.678","100.750","10540"
"110401","1104","เทศบาลเมืองพระประแดง","Talat","13.656","100.533","10130"
"110402","1104","ตลาด","Bang Phueng","13.671","100.520","10130"
"110403","1104","บางจาก","Bang Chak","13.616","100.536","10130"
"110404","1104","บางครุ","Bang Khru","13.631","100.526","10130"
"110405","1104","บางหญ้าแพรก","Bang Ya Phraek","13.645","100.546","10130"
"110406","1104","บางหัวเสือ","Bang Hua Suea","13.625","100.549","10130"
"110407","1104","เทศบาลสำโรงใต้","Samrong Tai","13.641","100.573","10130"
"110408","1104","บางยอ","Bang Yo","13.679","100.558","10130"
"110409","1104","บางกะเจ้า","Bang Kachao","13.697","100.561","10130"
"110410","1104","บางน้ำผึ้ง","Bang Nam Phueng","13.679","100.578","10130"
"110411","1104","บางกระสอบ","Bang Krasop","13.666","100.566","10130"
"110412","1104","บางกอบัว","Bang Ko Bua","13.693","100.577","10130"
"110413","1104","ทรงคนอง","Song Khanong","13.665","100.545","10130"
"110414","1104","สำโรง","Samrong","13.659","100.584","10130"
"110415","1104","สำโรงกลาง","Samrong Klang","13.653","100.564","10130"
"110501","1105","นาเกลือ","Na Kluea","13.530","100.494","10290"
"110502","1105","บ้านคลองสวน","Ban Khlong Suan","13.571","100.476","10290"
"110503","1105","แหลมฟ้าผ่า","Laem Fa Pha","13.539","100.559","10290"
"110504","1105","ปากคลองบางปลากด","Pak Khlong Bang Pla Kot","13.606","100.567","10290"
"110505","1105","ในคลองบางปลากด","Nai Khlong Bang Pla Kot","13.588","100.541","10290"
"110601","1106","บางเสาธง","Bang Sao Thong","13.600","100.815","10540"
"110602","1106","ศรีษะจรเข้น้อย","Sisa Chorakhe Noi","13.689","100.799","10540"
"110603","1106","ศรีษะจรเข้ใหญ่","Sisa Chorakhe Yai","13.641","100.803","10540"
"120101","1201","สวนใหญ่","Suan Yai","13.842","100.494","11000"
"120102","1201","ตลาดขวัญ","Talat Khwan","13.850","100.509","11000"
"120103","1201","บางเขน","Bang Khen","13.835","100.516","11000"
"120104","1201","บางกระสอ","Bang Kraso","13.869","100.491","11000"
"120105","1201","ท่าทราย","Tha Sai","13.884","100.501","11000"
"120106","1201","บางไผ่","Bang Phai","13.823","100.492","11000"
"120107","1201","บางศรีเมือง","Bang Si Mueang","13.841","100.475","11000"
"120108","1201","บางกร่าง","Bang Krang","13.835","100.438","11000"
"120109","1201","ไทรม้า","Sai Ma","13.870","100.472","11000"
"120110","1201","บางรักน้อย","Bang Rak Noi","13.859","100.464","11000"
"120201","1202","วัดชลอ","Wat Chalo","13.802","100.476","11130"
"120202","1202","บางกรวย","Bang Kruai","13.809","100.499","11130"
"120203","1202","บางสีทอง","Bang Si Thong","13.818","100.479","11130"
"120204","1202","บางขนุน","Bang Khanun","13.811","100.453","11130"
"120205","1202","บางขุนกอง","Bang Khun Kong","13.821","100.444","11130"
"120206","1202","บางคูเวียง","Bang Khu Wiang","13.822","100.417","11130"
"120207","1202","มหาสวัสดิ์","Mahasawat","13.806","100.434","11130"
"120208","1202","ปลายบาง","Plai Bang","13.814","100.402","11130"
"120209","1202","ศาลากลาง","Sala Klang","13.810","100.358","11130"
"120301","1203","บางม่วง","Bang Muang","13.838","100.406","11140"
"120302","1203","บางแม่นาง","Bang Mae Nang","13.868","100.381","11140"
"120303","1203","บางเลน","Bang Len","13.854","100.434","11140"
"120304","1203","เสาธงหิน","Sao Thong Hin","13.875","100.404","11140"
"120305","1203","บางใหญ่","Bang Yai","13.837","100.375","11140"
"120306","1203","บ้านใหม่","Ban Mai","13.861","100.333","11140"
"120401","1204","โสนลอย","Sano Loi","13.914","100.422","11110"
"120402","1204","บางบัวทอง","Bang Bua Thong","13.944","100.390","11110"
"120403","1204","บางรักใหญ่","Bang Rak Yai","13.878","100.438","11110"
"120404","1204","บางคูรัด","Bang Khu Rat","13.907","100.351","11110"
"120405","1204","ละหาร","Lahan","13.964","100.401","11110"
"120406","1204","ลำโพ","Lam Pho","13.970","100.416","11110"
"120407","1204","พิมลราช","Phimonrat","13.934","100.366","11110"
"120408","1204","บางรักพัฒนา","Bang Rak Phatthana","13.894","100.410","11110"
"120501","1205","ไทรน้อย","Sai Noi","13.976","100.344","11150"
"120502","1205","ราษฎร์นิยม","Rat Niyom","14.088","100.329","11150"
"120503","1205","หนองเพรางาย","Nong Phrao Ngai","13.906","100.322","11150"
"120504","1205","ไทรใหญ่","Sai Yai","14.085","100.292","11150"
"120505","1205","ขุนศรี","Khun Si","14.005","100.287","11150"
"120506","1205","คลองขวาง","Khlong Khwang","14.004","100.306","11150"
"120507","1205","ทวีวัฒนา","Thawi Watthana","13.942","100.312","11150"
"120601","1206","ปากเกร็ด","Pak Kret","13.912","100.506","11120"
"120602","1206","บางตลาด","Bang Talat","13.896","100.521","11120"
"120603","1206","บ้านใหม่","Ban Mai","13.930","100.546","11120"
"120604","1206","บางพูด","Bang Phut","13.927","100.516","11120"
"120605","1206","บางตะไนย์","Bang Tanai","13.931","100.492","11120"
"120606","1206","คลองพระอุดม","Khlong Phra Udom","13.930","100.479","11120"
"120607","1206","ท่าอิฐ","Tha It","13.894","100.480","11120"
"120608","1206","เกาะเกร็ด","Ko Kret","13.910","100.472","11120"
"120609","1206","อ้อมเกร็ด","Om Kret","13.909","100.453","11120"
"120610","1206","คลองข่อย","Khlong Khoi","13.959","100.450","11120"
"120611","1206","บางพลับ","Bang Phlap","13.929","100.458","11120"
"120612","1206","คลองเกลือ","Khlong Kluea","13.902","100.550","11120"
"130101","1301","บางปรอก","Bang Prok","14.012","100.528","12000"
"130102","1301","บ้านใหม่","Ban Mai","13.963","100.553","12000"
"130103","1301","บ้านกลาง","Ban Klang","14.001","100.558","12000"
"130104","1301","บ้านฉาง","Ban Chang","14.029","100.507","12000"
"130105","1301","บ้านกระแชง","Ban Krachaeng","14.031","100.552","12000"
"130106","1301","บางขะแยง","Bang Khayaeng","13.967","100.523","12000"
"130107","1301","บางคูวัด","Bang Khu Wat","13.963","100.495","12000"
"130108","1301","บางหลวง","Bang Luang","14.007","100.509","12000"
"130109","1301","บางเดื่อ","Bang Duea","13.990","100.487","12000"
"130110","1301","บางพูด","Bang Phut","14.035","100.572","12000"
"130111","1301","บางพูน","Bang Phun","13.988","100.594","12000"
"130112","1301","บางกะดี","Bang Kadi","13.983","100.537","12000"
"130113","1301","สวนพริกไทย","Suan Phrik Thai","14.018","100.568","12000"
"130114","1301","หลักหก","Lak Hok","13.963","100.590","12000"
"130201","1302","คลองหนึ่ง","Khlong Nueng","14.066","100.607","12120"
"130202","1302","คลองสอง","Khlong Song","14.079","100.642","12120"
"130203","1302","คลองสาม","Khlong Sam","14.087","100.664","12120"
"130204","1302","คลองสี่","Khlong Si","14.097","100.687","12120"
"130205","1302","คลองห้า","Khlong Ha","14.106","100.710","12120"
"130206","1302","คลองหก","Khlong Hok","14.117","100.733","12120"
"130207","1302","คลองเจ็ด","Khlong Chet","14.125","100.750","12120"
"130301","1303","ประชาธิปัตย์","Pracha Thipat","13.987","100.632","12130"
"130302","1303","บึงยี่โถ","Bueng Yitho","13.999","100.687","12130"
"130303","1303","รังสิต","Rangsit","14.018","100.731","12110"
"130304","1303","ลำผักกูด","Lam Phak Kut","14.036","100.779","12110"
"130305","1303","บึงสนั่น","Bueng Sanan","14.052","100.824","12110"
"130306","1303","บึงน้ำรักษ์","Bueng Nam Rak","14.071","100.880","12110"
"130401","1304","บึงบา","Bueng Ba","14.112","100.824","12170"
"130402","1304","บึงบอน","Bueng Bon","14.087","100.778","12170"
"130403","1304","บึงกาสาม","Bueng Ka Sam","14.200","100.824","12170"
"130404","1304","บึงชำอ้อ","Bueng Cham O","14.172","100.778","12170"
"130405","1304","หนองสามวัง","Nong Sam Wang","14.130","100.881","12170"
"130406","1304","ศาลาครุ","Sala Khru","14.244","100.928","12170"
"130407","1304","นพรัตน์","Noppharat","14.223","100.866","12170"
"130501","1305","ระแหง","Rahaeng","14.059","100.396","12140"
"130502","1305","ลาดหลุมแก้ว","Lat Lum Kaeo","14.006","100.410","12140"
"130503","1305","คูบางหลวง","Khu Bang Luang","14.047","100.467","12140"
"130504","1305","คูขวาง","Khu Khwang","14.068","100.437","12140"
"130505","1305","คลองพระอุดม","Khlong Phra Udom","13.990","100.449","12140"
"130506","1305","บ่อเงิน","Bo Ngoen","14.102","100.383","12140"
"130507","1305","หน้าไม้","Na Mai","14.034","100.359","12140"
"130601","1306","คูคต","Khu Khot","13.955","100.641","12130"
"130602","1306","ลาดสวาย","Lat Sawai","13.958","100.685","12150"
"130603","1306","บึงคำพร้อย","Bueng Kham Phoi","13.961","100.731","12150"
"130604","1306","ลำลูกกา","Lam Luk Ka","13.972","100.774","12150"
"130605","1306","บึงทองหลาง","Bueng Thong Lang","13.984","100.820","12150"
"130606","1306","ลำไทร","Lam Sai","13.973","100.861","12150"
"130607","1306","บึงคอไห","Bueng Kho Hai","14.029","100.862","12150"
"130608","1306","พืชอุดม","Phuet Udom","13.975","100.896","12150"
"130701","1307","บางเตย","Bang Toei","14.062","100.504","12160"
"130702","1307","คลองควาย","Khlong Khwai","14.097","100.478","12160"
"130703","1307","สามโคก","Sam Khok","14.052","100.529","12160"
"130704","1307","กระแชง","Krachaeng","14.043","100.544","12160"
"130705","1307","บางโพธิ์เหนือ","Bang Pho Nuea","14.042","100.515","12160"
"130706","1307","เชียงรากใหญ่","Chiang Rak Yai","14.057","100.574","12160"
"130707","1307","บ้านปทุม","Ban Pathum","14.067","100.546","12160"
"130708","1307","บ้านงิ้ว","Ban Ngio","14.084","100.539","12160"
"130709","1307","เชียงรากน้อย","Chiang Rak Noi","14.105","100.567","12160"
"130710","1307","บางกระบือ","Bang Krabue","14.103","100.538","12160"
"130711","1307","ท้ายเกาะ","Thai Ko","14.105","100.496","12160"
"140101","1401","ประตูชัย","Pratu Chai","14.349","100.551","13000"
"140102","1401","กะมัง","Kamang","14.341","100.581","13000"
"140103","1401","หอรัตนไชย","Ho Rattana Chai","14.354","100.578","13000"
"140104","1401","หัวรอ","Hua Ro","14.368","100.578","13000"
"140105","1401","ท่าวาสุกรี","Tha Wasukri","14.361","100.552","13000"
"140106","1401","ไผ่ลิง","Phai Ling","14.356","100.589","13000"
"140107","1401","ปากกราน","Pak Kran","14.310","100.532","13000"
"140108","1401","ภูเขาทอง","Phu Khao Thong","14.365","100.542","13000"
"140109","1401","สำเภาล่ม","Samphao Lom","14.340","100.570","13000"
"140110","1401","สวนพริก","Suan Phrik","14.391","100.558","13000"
"140111","1401","คลองตะเคียน","Khlong Takhian","14.331","100.554","13000"
"140112","1401","วัดตูม","Wat Tum","14.390","100.539","13000"
"140113","1401","หันตรา","Han Tra","14.371","100.600","13000"
"140114","1401","ลุมพลี","Lumphli","14.376","100.548","13000"
"140115","1401","บ้านใหม่","Ban Mai","14.390","100.521","13000"
"140116","1401","บ้านเกาะ","Ban Ko","14.389","100.582","13000"
"140117","1401","คลองสวนพลู","Khlong Suan Phu","14.334","100.595","13000"
"140118","1401","คลองสระบัว","Khlong Sa Bua","14.371","100.563","13000"
"140119","1401","เกาะเรียน","Ko Rian","14.318","100.579","13000"
"140120","1401","บ้านป้อม","Ban Pom","14.347","100.529","13000"
"140121","1401","บ้านรุม","Ban Run","14.312","100.559","13000"
"140201","1402","ท่าเรือ","Tha Ruea","14.566","100.719","13130"
"140202","1402","จำปา","Champa","14.550","100.741","13130"
"140203","1402","ท่าหลวง","Tha Luang","14.548","100.764","13130"
"140204","1402","บ้านร่อม","Ban Rom","14.567","100.698","13130"
"140205","1402","ศาลาลอย","Sala Loi","14.532","100.700","13130"
"140206","1402","วังแดง","Wang Daeng","14.541","100.670","13130"
"140207","1402","โพธิ์เอน","Pho En","14.519","100.676","13130"
"140208","1402","ปากท่า","Pak Tha","14.504","100.692","13130"
"140209","1402","หนองขนาก","Nong Khanak","14.512","100.732","13130"
"140210","1402","ท่าเจ้าสนุก","Tha Chao Sanuk","14.543","100.717","13130"
"140301","1403","นครหลวง","Nakhon Luang","14.469","100.622","13260"
"140302","1403","ท่าช้าง","Tha Chang","14.511","100.652","13260"
"140303","1403","บ่อโพง","Bo Phong","14.406","100.603","13260"
"140304","1403","บ้านชุ้ง","Ban Chung","14.458","100.655","13260"
"140305","1403","ปากจั่น","Pak Chan","14.440","100.620","13260"
"140306","1403","บางระกำ","Bang Rakam","14.466","100.589","13260"
"140307","1403","บางพระครู","Bang Phrakhru","14.483","100.613","13260"
"140308","1403","แม่ลา","Mae La","14.503","100.619","13260"
"140309","1403","หนองปลิง","Nong Pling","14.423","100.640","13260"
"140310","1403","คลองสะแก","Khlong Sakae","14.424","100.604","13260"
"140311","1403","สามไถ","Sam Thai","14.489","100.675","13260"
"140312","1403","พระนอน","Phra Non","14.485","100.650","13260"
"140401","1404","บางไทร","Bang Sai","14.191","100.480","13190"
"140402","1404","บางพลี","Bang Phli","14.212","100.465","13190"
"140403","1404","สนามชัย","Sanam Chai","14.213","100.522","13190"
"140404","1404","บ้านแป้ง","Ban Paeng","14.232","100.507","13190"
"140405","1404","หน้าไม้","Na Mai","14.315","100.462","13190"
"140406","1404","บางยี่โท","Bang Yitho","14.299","100.445","13190"
"140407","1404","แคออก","Khae Ok","14.305","100.472","13190"
"140408","1404","แคตก","Khae Tok","14.287","100.480","13190"
"140409","1404","ช่างเหล็ก","Chang Lek","14.278","100.453","13190"
"140410","1404","กระแชง","Krachaeng","14.279","100.505","13190"
"140411","1404","บ้างกลึง","Ban Klueng","14.309","100.499","13190"
"140412","1404","ช้างน้อย","Chang Noi","14.252","100.505","13190"
"140413","1404","ห่อหมก","Ho Mok","14.259","100.474","13190"
"140414","1404","ไผ่พระ","Phai Phra","14.222","100.432","13190"
"140415","1404","กกแก้วบูรพา","Kok Kaeo Burapha","14.188","100.435","13190"
"140416","1404","ไม้ตรา","Mai Tra","14.164","100.473","13190"
"140417","1404","บ้านม้า","Ban Ma","14.141","100.490","13190"
"140418","1404","บ้านเกาะ","Ban Ko","14.236","100.460","13190"
"140419","1404","ราชคราม","Ratchakhram","14.186","100.519","13290"
"140420","1404","ช้างใหญ่","Chang Yai","14.161","100.522","13290"
"140422","1404","เชียงรากน้อย","Chiang Rak Noi","14.134","100.561","13290"
"140423","1404","โคกช้าง","Khok Chang","14.123","100.492","13190"
"140501","1405","บางบาล","Bang Ban","14.410","100.464","13250"
"140502","1405","วัดยม","Wat Yom","14.390","100.497","13250"
"140503","1405","ไทรน้อย","Sai Noi","14.407","100.486","13250"
"140504","1405","สะพานไทย","Saphan Thai","14.363","100.486","13250"
"140505","1405","มหาพราหมณ์","Mahaphram","14.364","100.505","13250"
"140506","1405","กบเจา","Kop Chao","14.347","100.485","13250"
"140507","1405","บ้านคลัง","Ban Khlang","14.347","100.457","13250"
"140508","1405","พระขาว","Phra Khao","14.328","100.482","13250"
"140509","1405","น้ำเต้า","Namtao","14.339","100.438","13250"
"140510","1405","ทางช้าง","Thang Chang","14.375","100.432","13250"
"140511","1405","วัดตะกู","Wat Taku","14.388","100.424","13250"
"140512","1405","บางหลวง","Bang Luang","14.403","100.433","13250"
"140513","1405","บางหลวงโดด","Bang Luang Dot","14.419","100.430","13250"
"140514","1405","บางหัก","Bang Hak","14.436","100.439","13250"
"140515","1405","บางชะนี","Bang Chani","14.429","100.461","13250"
"140516","1405","บ้านกุ่ม","Ban Kum","14.436","100.492","13250"
"140601","1406","บ้านเลน","Ban Len","14.241","100.598","13160"
"140602","1406","เชียงรากน้อย","Chiang Rak Noi","14.160","100.594","13180"
"140603","1406","บ้านโพ","Ban Pho","14.272","100.588","13160"
"140604","1406","บ้านกรด","Ban Krot","14.307","100.604","13160"
"140605","1406","บางกระสั้น","Bang Krasan","14.189","100.565","13160"
"140606","1406","คลองจิก","Khlong Chik","14.214","100.597","13160"
"140607","1406","บ้านหว้า","Ban Wa","14.258","100.616","13160"
"140608","1406","วัดยม","Wat Yom","14.260","100.568","13160"
"140609","1406","บางประแดง","Bang Pradaeng","14.288","100.544","13160"
"140610","1406","สามเรือน","Sam Ruean","14.292","100.647","13160"
"140611","1406","เกาะเกิด","Ko Koet","14.206","100.539","13160"
"140612","1406","บ้านพลับ","Ban Phlap","14.223","100.552","13160"
"140613","1406","บ้านแป้ง","Ban Paeng","14.239","100.557","13160"
"140614","1406","คุ้งลาน","Khung Lan","14.295","100.621","13160"
"140615","1406","ตลิ่งชัน","Taling Chan","14.250","100.642","13160"
"140616","1406","บ้านสร้าง","Ban Sang","14.289","100.668","13170"
"140618","1406","ขนอนหลวง","Khanon Luang","14.266","100.542","13160"
"140701","1407","บางปะหัน","Bang Pahan","14.458","100.558","13220"
"140702","1407","ขยาย","Khayai","14.414","100.564","13220"
"140703","1407","บางเดื่อ","Bang Duea","14.436","100.576","13220"
"140704","1407","เสาธง","Sao Thong","14.496","100.549","13220"
